P,E,eta,uptime,fee,profit_mean,P_loss,mis_naive,mis_std,mis_champ,VPI_vs_naive,val_champ_vs_naive,val_champ_vs_std
90000.0,0.07,32,0.97,0.3,872278.0493963533,0.1834862385321101,60907.88737402654,66044.28852411405,54479.72685940514,60907.88737402654,6428.160514621399,11564.561664708905
120000.0,0.03,18,0.9,0.05,1674287.2692302228,0.0,69849.96640681499,75740.45880860096,62478.06737431969,69849.96640681499,7371.899032495297,13262.391434281271
120000.0,0.03,18,0.9,0.3,1818978.8652326022,0.0,75349.9637616823,81704.27446282149,67397.60023843935,75349.9637616823,7952.3635232429515,14306.674224382135
120000.0,0.03,18,0.97,0.05,1804509.6123925732,0.0,75282.74157178949,81631.38338260322,67337.47261454455,75282.74157178949,7945.268957244945,14293.910768058675
120000.0,0.03,18,0.97,0.3,1960454.999195138,0.0,81210.51649870205,88059.05136548539,72639.63581254017,81210.51649870205,8570.88068616188,15419.415552945211
120000.0,0.03,25,0.9,0.05,1610783.2692302228,0.0,69849.96640681499,75740.45880860096,62478.06737431969,69849.96640681499,7371.899032495297,13262.391434281271
120000.0,0.03,25,0.9,0.3,1755474.8652326022,0.0,75349.9637616823,81704.27446282149,67397.60023843935,75349.9637616823,7952.3635232429515,14306.674224382135
120000.0,0.03,25,0.97,0.05,1736066.4123925727,0.0,75282.74157178949,81631.38338260322,67337.47261454455,75282.74157178949,7945.268957244945,14293.910768058675
120000.0,0.03,25,0.97,0.3,1892011.7991951378,0.0,81210.51649870205,88059.05136548539,72639.63581254017,81210.51649870205,8570.88068616188,15419.415552945211
120000.0,0.03,32,0.9,0.05,1547279.2692302228,0.0,69849.96640681499,75740.45880860096,62478.06737431969,69849.96640681499,7371.899032495297,13262.391434281271
120000.0,0.03,32,0.9,0.3,1691970.8652326022,0.0,75349.9637616823,81704.27446282149,67397.60023843935,75349.9637616823,7952.3635232429515,14306.674224382135
120000.0,0.03,32,0.97,0.05,1667623.2123925728,0.0,75282.74157178949,81631.38338260322,67337.47261454455,75282.74157178949,7945.268957244945,14293.910768058675
